dataset,model_size,milestone,vocab_size,seed,task,acc
tinystories,60m,50,32000,0,coordinate_structure_constraint_object_extraction,0.488
tinystories,60m,50,32000,0,determiner_noun_agreement_1,0.651
tinystories,60m,50,32000,0,determiner_noun_agreement_2,0.634
tinystories,60m,50,32000,0,determiner_noun_agreement_irregular_1,0.588
tinystories,60m,50,32000,0,determiner_noun_agreement_irregular_2,0.673
tinystories,60m,50,32000,0,determiner_noun_agreement_with_adj_2,0.56
tinystories,60m,50,32000,0,determiner_noun_agreement_with_adj_irregular_1,0.588
tinystories,60m,50,32000,0,determiner_noun_agreement_with_adj_irregular_2,0.6
tinystories,60m,50,32000,0,determiner_noun_agreement_with_adjective_1,0.576
tinystories,60m,50,32000,0,distractor_agreement_relational_noun,0.396
tinystories,60m,50,32000,0,distractor_agreement_relative_clause,0.393
tinystories,60m,50,32000,0,drop_argument,0.742
tinystories,60m,50,32000,0,ellipsis_n_bar_1,0.433
tinystories,60m,50,32000,0,ellipsis_n_bar_2,0.42
tinystories,60m,50,32000,0,existential_there_object_raising,0.673
tinystories,60m,50,32000,0,existential_there_quantifiers_1,0.82
tinystories,60m,50,32000,0,existential_there_quantifiers_2,0.361
tinystories,60m,50,32000,0,existential_there_subject_raising,0.503
tinystories,60m,50,32000,0,expletive_it_object_raising,0.632
tinystories,60m,50,32000,0,inchoative,0.539
tinystories,60m,50,32000,0,intransitive,0.676
tinystories,60m,50,32000,0,irregular_past_participle_adjectives,0.647
tinystories,60m,50,32000,0,irregular_past_participle_verbs,0.714
tinystories,60m,50,32000,0,irregular_plural_subject_verb_agreement_1,0.574
tinystories,60m,50,32000,0,irregular_plural_subject_verb_agreement_2,0.587
tinystories,60m,50,32000,0,left_branch_island_echo_question,0.254
tinystories,60m,50,32000,0,left_branch_island_simple_question,0.352
tinystories,60m,50,32000,0,matrix_question_npi_licensor_present,0.195
tinystories,60m,50,32000,0,npi_present_1,0.101
tinystories,60m,50,32000,0,npi_present_2,0.097
tinystories,60m,50,32000,0,only_npi_licensor_present,0.184
tinystories,60m,50,32000,0,only_npi_scope,0.585
tinystories,60m,50,32000,0,passive_1,0.705
tinystories,60m,50,32000,0,passive_2,0.68
tinystories,60m,50,32000,0,principle_a_c_command,0.478
tinystories,60m,50,32000,0,principle_a_case_1,1.0
tinystories,60m,50,32000,0,principle_a_case_2,0.568
tinystories,60m,50,32000,0,principle_a_domain_1,0.973
tinystories,60m,50,32000,0,principle_a_domain_2,0.544
tinystories,60m,50,32000,0,principle_a_domain_3,0.492
tinystories,60m,50,32000,0,principle_a_reconstruction,0.421
tinystories,60m,50,32000,0,regular_plural_subject_verb_agreement_1,0.588
tinystories,60m,50,32000,0,regular_plural_subject_verb_agreement_2,0.522
tinystories,60m,50,32000,0,sentential_negation_npi_licensor_present,0.99
tinystories,60m,50,32000,0,sentential_negation_npi_scope,0.355
tinystories,60m,50,32000,0,sentential_subject_island,0.538
tinystories,60m,50,32000,0,superlative_quantifiers_1,0.595
tinystories,60m,50,32000,0,superlative_quantifiers_2,0.411
tinystories,60m,50,32000,0,tough_vs_raising_1,0.624
tinystories,60m,50,32000,0,tough_vs_raising_2,0.448
tinystories,60m,50,32000,0,transitive,0.626
tinystories,60m,50,32000,0,wh_island,0.55
tinystories,60m,50,32000,0,wh_questions_object_gap,0.604
tinystories,60m,50,32000,0,wh_questions_subject_gap,0.832
tinystories,60m,50,32000,0,wh_questions_subject_gap_long_distance,0.884
tinystories,60m,50,32000,0,wh_vs_that_no_gap,0.931
tinystories,60m,50,32000,0,wh_vs_that_no_gap_long_distance,0.957
tinystories,60m,50,32000,0,wh_vs_that_with_gap,0.199
tinystories,60m,50,32000,0,wh_vs_that_with_gap_long_distance,0.089
tinystories,60m,50,32000,1,adjunct_island,0.672
tinystories,60m,50,32000,1,anaphor_gender_agreement,0.755
tinystories,60m,50,32000,1,anaphor_number_agreement,0.708
tinystories,60m,50,32000,1,animate_subject_passive,0.602
tinystories,60m,50,32000,1,animate_subject_trans,0.485
tinystories,60m,50,32000,1,causative,0.565
tinystories,60m,50,32000,1,complex_np_island,0.456
tinystories,60m,50,32000,1,coordinate_structure_constraint_complex_left_branch,0.283
tinystories,60m,50,32000,1,coordinate_structure_constraint_object_extraction,0.444
tinystories,60m,50,32000,1,determiner_noun_agreement_1,0.661
tinystories,60m,50,32000,1,determiner_noun_agreement_2,0.585
tinystories,60m,50,32000,1,determiner_noun_agreement_irregular_1,0.587
tinystories,60m,50,32000,1,determiner_noun_agreement_irregular_2,0.629
tinystories,60m,50,32000,1,determiner_noun_agreement_with_adj_2,0.521
tinystories,60m,50,32000,1,determiner_noun_agreement_with_adj_irregular_1,0.631
tinystories,60m,50,32000,1,determiner_noun_agreement_with_adj_irregular_2,0.568
tinystories,60m,50,32000,1,determiner_noun_agreement_with_adjective_1,0.617
tinystories,60m,50,32000,1,distractor_agreement_relational_noun,0.368
tinystories,60m,50,32000,1,distractor_agreement_relative_clause,0.469
tinystories,60m,50,32000,1,drop_argument,0.747
tinystories,60m,50,32000,1,ellipsis_n_bar_1,0.322
tinystories,60m,50,32000,1,ellipsis_n_bar_2,0.456
tinystories,60m,50,32000,1,existential_there_object_raising,0.64
tinystories,60m,50,32000,1,existential_there_quantifiers_1,0.836
tinystories,60m,50,32000,1,existential_there_quantifiers_2,0.081
tinystories,60m,50,32000,1,existential_there_subject_raising,0.521
tinystories,60m,50,32000,1,expletive_it_object_raising,0.631
tinystories,60m,50,32000,1,inchoative,0.478
tinystories,60m,50,32000,1,intransitive,0.676
tinystories,60m,50,32000,1,irregular_past_participle_adjectives,0.719
tinystories,60m,50,32000,1,irregular_past_participle_verbs,0.842
tinystories,60m,50,32000,1,irregular_plural_subject_verb_agreement_1,0.573
tinystories,60m,50,32000,1,irregular_plural_subject_verb_agreement_2,0.596
tinystories,60m,50,32000,1,left_branch_island_echo_question,0.279
tinystories,60m,50,32000,1,left_branch_island_simple_question,0.407
tinystories,60m,50,32000,1,matrix_question_npi_licensor_present,0.149
tinystories,60m,50,32000,1,npi_present_1,0.031
tinystories,60m,50,32000,1,npi_present_2,0.231
tinystories,60m,50,32000,1,only_npi_licensor_present,0.208
tinystories,60m,50,32000,1,only_npi_scope,0.577
tinystories,60m,50,32000,1,passive_1,0.714
tinystories,60m,50,32000,1,passive_2,0.667
tinystories,60m,50,32000,1,principle_a_c_command,0.485
tinystories,60m,50,32000,1,principle_a_case_1,1.0
tinystories,60m,50,32000,1,principle_a_case_2,0.556
tinystories,60m,50,32000,1,principle_a_domain_1,0.992
tinystories,60m,50,32000,1,principle_a_domain_2,0.525
tinystories,60m,50,32000,1,principle_a_domain_3,0.497
tinystories,60m,50,32000,1,principle_a_reconstruction,0.443
tinystories,60m,50,32000,1,regular_plural_subject_verb_agreement_1,0.572
tinystories,60m,50,32000,1,regular_plural_subject_verb_agreement_2,0.532
tinystories,60m,50,32000,1,sentential_negation_npi_licensor_present,0.984
tinystories,60m,50,32000,1,sentential_negation_npi_scope,0.339
tinystories,60m,50,32000,1,sentential_subject_island,0.542
tinystories,60m,50,32000,1,superlative_quantifiers_1,0.529
tinystories,60m,50,32000,1,superlative_quantifiers_2,0.817
tinystories,60m,50,32000,1,tough_vs_raising_1,0.636
tinystories,60m,50,32000,1,tough_vs_raising_2,0.48
tinystories,60m,50,32000,1,transitive,0.587
tinystories,60m,50,32000,1,wh_island,0.397
tinystories,60m,50,32000,1,wh_questions_object_gap,0.561
tinystories,60m,50,32000,1,wh_questions_subject_gap,0.71
tinystories,60m,50,32000,1,wh_questions_subject_gap_long_distance,0.87
tinystories,60m,50,32000,1,wh_vs_that_no_gap,0.851
tinystories,60m,50,32000,1,wh_vs_that_no_gap_long_distance,0.948
tinystories,60m,50,32000,1,wh_vs_that_with_gap,0.314
tinystories,60m,50,32000,1,wh_vs_that_with_gap_long_distance,0.081
tinystories,60m,50,32000,2,adjunct_island,0.664
tinystories,60m,50,32000,2,anaphor_gender_agreement,0.646
tinystories,60m,50,32000,2,anaphor_number_agreement,0.666
tinystories,60m,50,32000,2,animate_subject_passive,0.551
tinystories,60m,50,32000,2,animate_subject_trans,0.501
tinystories,60m,50,32000,2,causative,0.536
tinystories,60m,50,32000,2,complex_np_island,0.444
tinystories,60m,50,32000,2,coordinate_structure_constraint_complex_left_branch,0.324
tinystories,60m,50,32000,2,coordinate_structure_constraint_object_extraction,0.362
tinystories,60m,50,32000,2,determiner_noun_agreement_1,0.66
tinystories,60m,50,32000,2,determiner_noun_agreement_2,0.586
tinystories,60m,50,32000,2,determiner_noun_agreement_irregular_1,0.581
tinystories,60m,50,32000,2,determiner_noun_agreement_irregular_2,0.643
tinystories,60m,50,32000,2,determiner_noun_agreement_with_adj_2,0.515
tinystories,60m,50,32000,2,determiner_noun_agreement_with_adj_irregular_1,0.621
tinystories,60m,50,32000,2,determiner_noun_agreement_with_adj_irregular_2,0.564
tinystories,60m,50,32000,2,determiner_noun_agreement_with_adjective_1,0.583
tinystories,60m,50,32000,2,distractor_agreement_relational_noun,0.395
tinystories,60m,50,32000,2,distractor_agreement_relative_clause,0.446
tinystories,60m,50,32000,2,drop_argument,0.748
tinystories,60m,50,32000,2,ellipsis_n_bar_1,0.467
tinystories,60m,50,32000,2,ellipsis_n_bar_2,0.446
tinystories,60m,50,32000,2,existential_there_object_raising,0.657
tinystories,60m,50,32000,2,existential_there_quantifiers_1,0.768
tinystories,60m,50,32000,2,existential_there_quantifiers_2,0.173
tinystories,60m,50,32000,2,existential_there_subject_raising,0.515
tinystories,60m,50,32000,2,expletive_it_object_raising,0.631
tinystories,60m,50,32000,2,inchoative,0.476
tinystories,60m,50,32000,2,intransitive,0.667
tinystories,60m,50,32000,2,irregular_past_participle_adjectives,0.803
tinystories,60m,50,32000,2,irregular_past_participle_verbs,0.892
tinystories,60m,50,32000,2,irregular_plural_subject_verb_agreement_1,0.542
tinystories,60m,50,32000,2,irregular_plural_subject_verb_agreement_2,0.567
tinystories,60m,50,32000,2,left_branch_island_echo_question,0.253
tinystories,60m,50,32000,2,left_branch_island_simple_question,0.374
tinystories,60m,50,32000,2,matrix_question_npi_licensor_present,0.146
tinystories,60m,50,32000,2,npi_present_1,0.152
tinystories,60m,50,32000,2,npi_present_2,0.203
tinystories,60m,50,32000,2,only_npi_licensor_present,0.272
tinystories,60m,50,32000,2,only_npi_scope,0.358
tinystories,60m,50,32000,2,passive_1,0.69
tinystories,60m,50,32000,2,passive_2,0.699
tinystories,60m,50,32000,2,principle_a_c_command,0.379
tinystories,60m,50,32000,2,principle_a_case_1,1.0
tinystories,60m,50,32000,2,principle_a_case_2,0.534
tinystories,60m,50,32000,2,principle_a_domain_1,0.984
tinystories,60m,50,32000,2,principle_a_domain_2,0.517
tinystories,60m,50,32000,2,principle_a_domain_3,0.483
tinystories,60m,50,32000,2,principle_a_reconstruction,0.411
tinystories,60m,50,32000,2,regular_plural_subject_verb_agreement_1,0.568
tinystories,60m,50,32000,2,regular_plural_subject_verb_agreement_2,0.538
tinystories,60m,50,32000,2,sentential_negation_npi_licensor_present,0.992
tinystories,60m,50,32000,2,sentential_negation_npi_scope,0.385
tinystories,60m,50,32000,2,sentential_subject_island,0.396
tinystories,60m,50,32000,2,superlative_quantifiers_1,0.526
tinystories,60m,50,32000,2,superlative_quantifiers_2,0.571
tinystories,60m,50,32000,2,tough_vs_raising_1,0.565
tinystories,60m,50,32000,2,tough_vs_raising_2,0.523
tinystories,60m,50,32000,2,transitive,0.595
tinystories,60m,50,32000,2,wh_island,0.492
tinystories,60m,50,32000,2,wh_questions_object_gap,0.496
tinystories,60m,50,32000,2,wh_questions_subject_gap,0.734
tinystories,60m,50,32000,2,wh_questions_subject_gap_long_distance,0.8
tinystories,60m,50,32000,2,wh_vs_that_no_gap,0.787
tinystories,60m,50,32000,2,wh_vs_that_no_gap_long_distance,0.857
tinystories,60m,50,32000,2,wh_vs_that_with_gap,0.395
tinystories,60m,50,32000,2,wh_vs_that_with_gap_long_distance,0.206
tinystories,60m,75,32000,0,adjunct_island,0.71
tinystories,60m,75,32000,0,anaphor_gender_agreement,0.647
tinystories,60m,75,32000,0,anaphor_number_agreement,0.71
tinystories,60m,75,32000,0,animate_subject_passive,0.577
tinystories,60m,75,32000,0,animate_subject_trans,0.532
tinystories,60m,75,32000,0,causative,0.577
tinystories,60m,75,32000,0,complex_np_island,0.434
tinystories,60m,75,32000,0,coordinate_structure_constraint_complex_left_branch,0.25
tinystories,60m,75,32000,0,coordinate_structure_constraint_object_extraction,0.408
tinystories,60m,75,32000,0,determiner_noun_agreement_1,0.7
tinystories,60m,75,32000,0,determiner_noun_agreement_2,0.635
tinystories,60m,75,32000,0,determiner_noun_agreement_irregular_1,0.551
tinystories,60m,75,32000,0,determiner_noun_agreement_irregular_2,0.69
tinystories,60m,75,32000,0,determiner_noun_agreement_with_adj_2,0.573
tinystories,60m,75,32000,0,determiner_noun_agreement_with_adj_irregular_1,0.609
tinystories,60m,75,32000,0,determiner_noun_agreement_with_adj_irregular_2,0.609
tinystories,60m,75,32000,0,determiner_noun_agreement_with_adjective_1,0.58
tinystories,60m,75,32000,0,distractor_agreement_relational_noun,0.395
tinystories,60m,75,32000,0,distractor_agreement_relative_clause,0.397
tinystories,60m,75,32000,0,drop_argument,0.793
tinystories,60m,75,32000,0,ellipsis_n_bar_1,0.569
tinystories,60m,75,32000,0,ellipsis_n_bar_2,0.439
tinystories,60m,75,32000,0,existential_there_object_raising,0.651
tinystories,60m,75,32000,0,existential_there_quantifiers_1,0.832
tinystories,60m,75,32000,0,existential_there_quantifiers_2,0.526
tinystories,60m,75,32000,0,existential_there_subject_raising,0.532
tinystories,60m,75,32000,0,expletive_it_object_raising,0.627
tinystories,60m,75,32000,0,inchoative,0.497
tinystories,60m,75,32000,0,intransitive,0.685
tinystories,60m,75,32000,0,irregular_past_participle_adjectives,0.616
tinystories,60m,75,32000,0,irregular_past_participle_verbs,0.832
tinystories,60m,75,32000,0,irregular_plural_subject_verb_agreement_1,0.582
tinystories,60m,75,32000,0,irregular_plural_subject_verb_agreement_2,0.632
tinystories,60m,75,32000,0,left_branch_island_echo_question,0.285
tinystories,60m,75,32000,0,left_branch_island_simple_question,0.35
tinystories,60m,75,32000,0,matrix_question_npi_licensor_present,0.139
tinystories,60m,75,32000,0,npi_present_1,0.121
tinystories,60m,75,32000,0,npi_present_2,0.115
tinystories,60m,75,32000,0,only_npi_licensor_present,0.529
tinystories,60m,75,32000,0,only_npi_scope,0.632
tinystories,60m,75,32000,0,passive_1,0.75
tinystories,60m,75,32000,0,passive_2,0.724
tinystories,60m,75,32000,0,principle_a_c_command,0.475
tinystories,60m,75,32000,0,principle_a_case_1,0.999
tinystories,60m,75,32000,0,principle_a_case_2,0.592
tinystories,60m,75,32000,0,principle_a_domain_1,0.985
tinystories,60m,75,32000,0,principle_a_domain_2,0.538
tinystories,60m,75,32000,0,principle_a_domain_3,0.491
tinystories,60m,75,32000,0,principle_a_reconstruction,0.468
tinystories,60m,75,32000,0,regular_plural_subject_verb_agreement_1,0.569
tinystories,60m,75,32000,0,regular_plural_subject_verb_agreement_2,0.56
tinystories,60m,75,32000,0,sentential_negation_npi_licensor_present,0.999
tinystories,60m,75,32000,0,sentential_negation_npi_scope,0.488
tinystories,60m,75,32000,0,sentential_subject_island,0.395
tinystories,60m,75,32000,0,superlative_quantifiers_1,0.797
tinystories,60m,75,32000,0,superlative_quantifiers_2,0.718
tinystories,60m,75,32000,0,tough_vs_raising_1,0.634
tinystories,60m,75,32000,0,tough_vs_raising_2,0.445
tinystories,60m,75,32000,0,transitive,0.653
tinystories,60m,75,32000,0,wh_island,0.69
tinystories,60m,75,32000,0,wh_questions_object_gap,0.695
tinystories,60m,75,32000,0,wh_questions_subject_gap,0.885
tinystories,60m,75,32000,0,wh_questions_subject_gap_long_distance,0.953
tinystories,60m,75,32000,0,wh_vs_that_no_gap,0.955
tinystories,60m,75,32000,0,wh_vs_that_no_gap_long_distance,0.987
tinystories,60m,75,32000,0,wh_vs_that_with_gap,0.174
tinystories,60m,75,32000,0,wh_vs_that_with_gap_long_distance,0.038
tinystories,60m,75,32000,1,adjunct_island,0.684
tinystories,60m,75,32000,1,anaphor_gender_agreement,0.698
tinystories,60m,75,32000,1,anaphor_number_agreement,0.749
tinystories,60m,75,32000,1,animate_subject_passive,0.558
tinystories,60m,75,32000,1,animate_subject_trans,0.485
tinystories,60m,75,32000,1,causative,0.527
tinystories,60m,75,32000,1,complex_np_island,0.412
tinystories,60m,75,32000,1,coordinate_structure_constraint_complex_left_branch,0.329
tinystories,60m,75,32000,1,coordinate_structure_constraint_object_extraction,0.467
tinystories,60m,75,32000,1,determiner_noun_agreement_1,0.693
tinystories,60m,75,32000,1,determiner_noun_agreement_2,0.607
tinystories,60m,75,32000,1,determiner_noun_agreement_irregular_1,0.573
tinystories,60m,75,32000,1,determiner_noun_agreement_irregular_2,0.664
tinystories,60m,75,32000,1,determiner_noun_agreement_with_adj_2,0.539
tinystories,60m,75,32000,1,determiner_noun_agreement_with_adj_irregular_1,0.643
tinystories,60m,75,32000,1,determiner_noun_agreement_with_adj_irregular_2,0.576
tinystories,60m,75,32000,1,determiner_noun_agreement_with_adjective_1,0.626
tinystories,60m,75,32000,1,distractor_agreement_relational_noun,0.376
tinystories,60m,75,32000,1,distractor_agreement_relative_clause,0.441
tinystories,60m,75,32000,1,drop_argument,0.772
tinystories,60m,75,32000,1,ellipsis_n_bar_1,0.487
tinystories,60m,75,32000,1,ellipsis_n_bar_2,0.453
tinystories,60m,75,32000,1,existential_there_object_raising,0.623
tinystories,60m,75,32000,1,existential_there_quantifiers_1,0.858
tinystories,60m,75,32000,1,existential_there_quantifiers_2,0.242
tinystories,60m,75,32000,1,existential_there_subject_raising,0.529
tinystories,60m,75,32000,1,expletive_it_object_raising,0.598
tinystories,60m,75,32000,1,inchoative,0.557
tinystories,60m,75,32000,1,intransitive,0.714
tinystories,60m,75,32000,1,irregular_past_participle_adjectives,0.696
tinystories,60m,75,32000,1,irregular_past_participle_verbs,0.87
tinystories,60m,75,32000,1,irregular_plural_subject_verb_agreement_1,0.601
tinystories,60m,75,32000,1,irregular_plural_subject_verb_agreement_2,0.631
tinystories,60m,75,32000,1,left_branch_island_echo_question,0.314
tinystories,60m,75,32000,1,left_branch_island_simple_question,0.418
tinystories,60m,75,32000,1,matrix_question_npi_licensor_present,0.22
tinystories,60m,75,32000,1,npi_present_1,0.035
tinystories,60m,75,32000,1,npi_present_2,0.234
tinystories,60m,75,32000,1,only_npi_licensor_present,0.182
tinystories,60m,75,32000,1,only_npi_scope,0.382
tinystories,60m,75,32000,1,passive_1,0.735
tinystories,60m,75,32000,1,passive_2,0.706
tinystories,60m,75,32000,1,principle_a_c_command,0.564
tinystories,60m,75,32000,1,principle_a_case_1,1.0
tinystories,60m,75,32000,1,principle_a_case_2,0.577
tinystories,60m,75,32000,1,principle_a_domain_1,0.994
tinystories,60m,75,32000,1,principle_a_domain_2,0.553
tinystories,60m,75,32000,1,principle_a_domain_3,0.492
tinystories,60m,75,32000,1,principle_a_reconstruction,0.476
tinystories,60m,75,32000,1,regular_plural_subject_verb_agreement_1,0.588
tinystories,60m,75,32000,1,regular_plural_subject_verb_agreement_2,0.566
tinystories,60m,75,32000,1,sentential_negation_npi_licensor_present,0.995
tinystories,60m,75,32000,1,sentential_negation_npi_scope,0.456
tinystories,60m,75,32000,1,sentential_subject_island,0.493
tinystories,60m,75,32000,1,superlative_quantifiers_1,0.802
tinystories,60m,75,32000,1,superlative_quantifiers_2,0.893
tinystories,60m,75,32000,1,tough_vs_raising_1,0.661
tinystories,60m,75,32000,1,tough_vs_raising_2,0.489
tinystories,60m,75,32000,1,transitive,0.613
tinystories,60m,75,32000,1,wh_island,0.561
tinystories,60m,75,32000,1,wh_questions_object_gap,0.656
tinystories,60m,75,32000,1,wh_questions_subject_gap,0.825
tinystories,60m,75,32000,1,wh_questions_subject_gap_long_distance,0.931
tinystories,60m,75,32000,1,wh_vs_that_no_gap,0.924
tinystories,60m,75,32000,1,wh_vs_that_no_gap_long_distance,0.971
tinystories,60m,75,32000,1,wh_vs_that_with_gap,0.231
tinystories,60m,75,32000,1,wh_vs_that_with_gap_long_distance,0.076
tinystories,60m,75,32000,2,adjunct_island,0.815
tinystories,60m,75,32000,2,anaphor_gender_agreement,0.574
tinystories,60m,75,32000,2,anaphor_number_agreement,0.725
tinystories,60m,75,32000,2,animate_subject_passive,0.555
tinystories,60m,75,32000,2,animate_subject_trans,0.512
tinystories,60m,75,32000,2,causative,0.563
tinystories,60m,75,32000,2,complex_np_island,0.474
tinystories,60m,75,32000,2,coordinate_structure_constraint_complex_left_branch,0.481
tinystories,60m,75,32000,2,coordinate_structure_constraint_object_extraction,0.415
tinystories,60m,75,32000,2,determiner_noun_agreement_1,0.664
tinystories,60m,75,32000,2,determiner_noun_agreement_2,0.639
tinystories,60m,75,32000,2,determiner_noun_agreement_irregular_1,0.581
tinystories,60m,75,32000,2,determiner_noun_agreement_irregular_2,0.699
tinystories,60m,75,32000,2,determiner_noun_agreement_with_adj_2,0.547
tinystories,60m,75,32000,2,determiner_noun_agreement_with_adj_irregular_1,0.622
tinystories,60m,75,32000,2,determiner_noun_agreement_with_adj_irregular_2,0.606
tinystories,60m,75,32000,2,determiner_noun_agreement_with_adjective_1,0.583
tinystories,60m,75,32000,2,distractor_agreement_relational_noun,0.378
tinystories,60m,75,32000,2,distractor_agreement_relative_clause,0.392
tinystories,60m,75,32000,2,drop_argument,0.753
tinystories,60m,75,32000,2,ellipsis_n_bar_1,0.532
tinystories,60m,75,32000,2,ellipsis_n_bar_2,0.473
tinystories,60m,75,32000,2,existential_there_object_raising,0.645
tinystories,60m,75,32000,2,existential_there_quantifiers_1,0.841
tinystories,60m,75,32000,2,existential_there_quantifiers_2,0.181
tinystories,60m,75,32000,2,existential_there_subject_raising,0.566
tinystories,60m,75,32000,2,expletive_it_object_raising,0.612
tinystories,60m,75,32000,2,inchoative,0.479
tinystories,60m,75,32000,2,intransitive,0.68
tinystories,60m,75,32000,2,irregular_past_participle_adjectives,0.687
tinystories,60m,75,32000,2,irregular_past_participle_verbs,0.944
tinystories,60m,75,32000,2,irregular_plural_subject_verb_agreement_1,0.548
tinystories,60m,75,32000,2,irregular_plural_subject_verb_agreement_2,0.596
tinystories,60m,75,32000,2,left_branch_island_echo_question,0.246
tinystories,60m,75,32000,2,left_branch_island_simple_question,0.512
tinystories,60m,75,32000,2,matrix_question_npi_licensor_present,0.184
tinystories,60m,75,32000,2,npi_present_1,0.106
tinystories,60m,75,32000,2,npi_present_2,0.134
tinystories,60m,75,32000,2,only_npi_licensor_present,0.579
tinystories,60m,75,32000,2,only_npi_scope,0.578
tinystories,60m,75,32000,2,passive_1,0.741
tinystories,60m,75,32000,2,passive_2,0.717
tinystories,60m,75,32000,2,principle_a_c_command,0.389
tinystories,60m,75,32000,2,principle_a_case_1,1.0
tinystories,60m,75,32000,2,principle_a_case_2,0.645
tinystories,60m,75,32000,2,principle_a_domain_1,0.99
tinystories,60m,75,32000,2,principle_a_domain_2,0.582
tinystories,60m,75,32000,2,principle_a_domain_3,0.46
tinystories,60m,75,32000,2,principle_a_reconstruction,0.513
tinystories,60m,75,32000,2,regular_plural_subject_verb_agreement_1,0.67
tinystories,60m,75,32000,2,regular_plural_subject_verb_agreement_2,0.544
tinystories,60m,75,32000,2,sentential_negation_npi_licensor_present,0.999
tinystories,60m,75,32000,2,sentential_negation_npi_scope,0.503
tinystories,60m,75,32000,2,sentential_subject_island,0.441
tinystories,60m,75,32000,2,superlative_quantifiers_1,0.693
tinystories,60m,75,32000,2,superlative_quantifiers_2,0.915
tinystories,60m,75,32000,2,tough_vs_raising_1,0.587
tinystories,60m,75,32000,2,tough_vs_raising_2,0.547
tinystories,60m,75,32000,2,transitive,0.646
tinystories,60m,75,32000,2,wh_island,0.636
tinystories,60m,75,32000,2,wh_questions_object_gap,0.533
tinystories,60m,75,32000,2,wh_questions_subject_gap,0.76
tinystories,60m,75,32000,2,wh_questions_subject_gap_long_distance,0.881
tinystories,60m,75,32000,2,wh_vs_that_no_gap,0.9
tinystories,60m,75,32000,2,wh_vs_that_no_gap_long_distance,0.94
tinystories,60m,75,32000,2,wh_vs_that_with_gap,0.282
tinystories,60m,75,32000,2,wh_vs_that_with_gap_long_distance,0.08
tinystories,60m,100,32000,0,adjunct_island,0.619
tinystories,60m,100,32000,0,anaphor_gender_agreement,0.828
tinystories,60m,100,32000,0,anaphor_number_agreement,0.725
tinystories,60m,100,32000,0,animate_subject_passive,0.602
tinystories,60m,100,32000,0,animate_subject_trans,0.571
tinystories,60m,100,32000,0,causative,0.561
tinystories,60m,100,32000,0,complex_np_island,0.473
tinystories,60m,100,32000,0,coordinate_structure_constraint_complex_left_branch,0.442
tinystories,60m,100,32000,0,coordinate_structure_constraint_object_extraction,0.538
tinystories,60m,100,32000,0,determiner_noun_agreement_1,0.733
tinystories,60m,100,32000,0,determiner_noun_agreement_2,0.662
tinystories,60m,100,32000,0,determiner_noun_agreement_irregular_1,0.579
tinystories,60m,100,32000,0,determiner_noun_agreement_irregular_2,0.679
tinystories,60m,100,32000,0,determiner_noun_agreement_with_adj_2,0.597
tinystories,60m,100,32000,0,determiner_noun_agreement_with_adj_irregular_1,0.654
tinystories,60m,100,32000,0,determiner_noun_agreement_with_adj_irregular_2,0.643
tinystories,60m,100,32000,0,determiner_noun_agreement_with_adjective_1,0.633
tinystories,60m,100,32000,0,distractor_agreement_relational_noun,0.38
tinystories,60m,100,32000,0,distractor_agreement_relative_clause,0.389
tinystories,60m,100,32000,0,drop_argument,0.77
tinystories,60m,100,32000,0,ellipsis_n_bar_1,0.465
tinystories,60m,100,32000,0,ellipsis_n_bar_2,0.481
tinystories,60m,100,32000,0,existential_there_object_raising,0.651
tinystories,60m,100,32000,0,existential_there_quantifiers_1,0.883
tinystories,60m,100,32000,0,existential_there_quantifiers_2,0.264
tinystories,60m,100,32000,0,existential_there_subject_raising,0.466
tinystories,60m,100,32000,0,expletive_it_object_raising,0.632
tinystories,60m,100,32000,0,inchoative,0.503
tinystories,60m,100,32000,0,intransitive,0.683
tinystories,60m,100,32000,0,irregular_past_participle_adjectives,0.671
tinystories,60m,100,32000,0,irregular_past_participle_verbs,0.852
tinystories,60m,100,32000,0,irregular_plural_subject_verb_agreement_1,0.597
tinystories,60m,100,32000,0,irregular_plural_subject_verb_agreement_2,0.622
tinystories,60m,100,32000,0,left_branch_island_echo_question,0.224
tinystories,60m,100,32000,0,left_branch_island_simple_question,0.476
tinystories,60m,100,32000,0,matrix_question_npi_licensor_present,0.124
tinystories,60m,100,32000,0,npi_present_1,0.151
tinystories,60m,100,32000,0,npi_present_2,0.129
tinystories,60m,100,32000,0,only_npi_licensor_present,0.74
tinystories,60m,100,32000,0,only_npi_scope,0.604
tinystories,60m,100,32000,0,passive_1,0.77
tinystories,60m,100,32000,0,passive_2,0.738
tinystories,60m,100,32000,0,principle_a_c_command,0.389
tinystories,60m,100,32000,0,principle_a_case_1,1.0
tinystories,60m,100,32000,0,principle_a_case_2,0.711
tinystories,60m,100,32000,0,principle_a_domain_1,0.99
tinystories,60m,100,32000,0,principle_a_domain_2,0.532
tinystories,60m,100,32000,0,principle_a_domain_3,0.499
tinystories,60m,100,32000,0,principle_a_reconstruction,0.551
tinystories,60m,100,32000,0,regular_plural_subject_verb_agreement_1,0.622
tinystories,60m,100,32000,0,regular_plural_subject_verb_agreement_2,0.576
tinystories,60m,100,32000,0,sentential_negation_npi_licensor_present,0.999
tinystories,60m,100,32000,0,sentential_negation_npi_scope,0.467
tinystories,60m,100,32000,0,sentential_subject_island,0.441
